,canDelete,devicesDistance,frequency,id,origin,signal,sitesDistance,ssid,state,type,from.device.attributes.series,from.device.identification.authorized,from.device.identification.category,from.device.identification.displayName,from.device.identification.id,from.device.identification.model,from.device.identification.name,from.device.identification.role,from.device.identification.type,from.device.overview.antenna.gain,from.device.overview.antenna.name,from.device.overview.channelWidth,from.device.status,from.interface.identification.description,from.interface.identification.displayName,from.interface.identification.name,from.interface.identification.type,from.interface.statistics.airTimeScore,from.interface.statistics.downlinkCapacity,from.interface.statistics.downlinkUtilization,from.interface.statistics.linkScore,from.interface.statistics.linkScoreHint,from.interface.statistics.rxRate,from.interface.statistics.score,from.interface.statistics.scoreMax,from.interface.statistics.signalChain0,from.interface.statistics.signalChain1,from.interface.statistics.signalLocal,from.interface.statistics.signalRemote,from.interface.statistics.signalRemoteChain0,from.interface.statistics.signalRemoteChain1,from.interface.statistics.theoreticalDownlinkCapacity,from.interface.statistics.theoreticalMaxDownlinkCapacity,from.interface.statistics.theoreticalMaxUplinkCapacity,from.interface.statistics.theoreticalUplinkCapacity,from.interface.statistics.txRate,from.interface.statistics.uplinkCapacity,from.interface.statistics.uplinkUtilization,from.interface.status.enabled,from.interface.status.plugged,from.interface.status.status,from.site.identification.id,from.site.identification.name,from.site.identification.status,from.site.identification.type,to.device.attributes.series,to.device.identification.authorized,to.device.identification.category,to.device.identification.displayName,to.device.identification.id,to.device.identification.model,to.device.identification.name,to.device.identification.role,to.device.identification.type,to.device.overview.antenna.gain,to.device.overview.antenna.name,to.device.overview.channelWidth,to.device.status,to.interface.identification.description,to.interface.identification.displayName,to.interface.identification.name,to.interface.identification.type,to.interface.statistics.airTimeScore,to.interface.statistics.downlinkCapacity,to.interface.statistics.downlinkUtilization,to.interface.statistics.linkScore,to.interface.statistics.linkScoreHint,to.interface.statistics.rxRate,to.interface.statistics.score,to.interface.statistics.scoreMax,to.interface.statistics.signalChain0,to.interface.statistics.signalChain1,to.interface.statistics.signalLocal,to.interface.statistics.signalRemote,to.interface.statistics.signalRemoteChain0,to.interface.statistics.signalRemoteChain1,to.interface.statistics.theoreticalDownlinkCapacity,to.interface.statistics.theoreticalMaxDownlinkCapacity,to.interface.statistics.theoreticalMaxUplinkCapacity,to.interface.statistics.theoreticalUplinkCapacity,to.interface.statistics.txRate,to.interface.statistics.uplinkCapacity,to.interface.statistics.uplinkUtilization,to.interface.status.enabled,to.interface.status.plugged,to.interface.status.status,to.site.identification.id,to.site.identification.name,to.site.identification.status,to.site.identification.type,to.device.overview.antenna,to.site,from.device.overview.antenna,to.device.attributes,from.device.attributes,from.site
414,False,900.0,5700.0,a31bfc59-3e5e-3c26-b3ae-df70d9e29ac8,unms,-44.0,599.0,LCWNetGoldmine5Northeast,active,wireless,AC,True,wireless,Goldmine5Northeast,30e9c3ff-5779-4405-85f1-0f51dd9dbddb,R5AC-PRISM,Goldmine5Northeast,ap,airMax,22.0,AM-5AC22-45,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.03222904183535762,0.961025,This link is great.,482944.0,0.933,1.0,,,,,,,,,,,4776344.0,149760000.0,0.003224786324786325,True,True,active,5c5ce6e5-c606-4ddb-a266-45d679a9db50,Goldmine,active,site,AC,True,wireless,gold-mine-road-157,0cc1fc19-4ff4-4c1b-8370-a3b3c21ceb13,PBE-5AC-Gen2,gold-mine-road-157,station,airMax,25.0,400,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.00047055330634278005,0.999,This link is great.,1564552.0,1.0,1.0,-45.0,-49.0,-44.0,-47.0,-49.0,-51.0,,,,,69736.0,149760000.0,0.010447061965811966,True,True,active,3abb2b38-df9c-4e26-8185-89f2089c33ce,gold-mine-road-157,active,endpoint,,,,,,
415,False,1050.0,5700.0,1f838695-07a5-3837-bc7e-1384b0c533c1,unms,-45.0,979.0,LCWNetGoldmine5Northeast,active,wireless,AC,True,wireless,Goldmine5Northeast,30e9c3ff-5779-4405-85f1-0f51dd9dbddb,R5AC-PRISM,Goldmine5Northeast,ap,airMax,22.0,AM-5AC22-45,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.03222904183535762,0.961025,This link is great.,482944.0,0.933,1.0,,,,,,,,,,,4776344.0,149760000.0,0.003224786324786325,True,True,active,5c5ce6e5-c606-4ddb-a266-45d679a9db50,Goldmine,active,site,AC,True,wireless,goldmine-15,9638fe73-a888-4f1c-ae8b-c2ebdc021ce5,PBE-5AC-300,goldmine-15,station,airMax,22.0,300,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,1.6518218623481782e-05,0.999,This link is great.,88128.0,1.0,1.0,-48.0,-48.0,-45.0,-47.0,-49.0,-51.0,,,,,2448.0,149760000.0,0.0005884615384615385,True,True,active,7935aa91-5a1a-42bb-8614-45480fab2c71,goldmine-15,active,endpoint,,,,,,
416,False,3600.0,5565.0,e29154b4-4007-3031-8e05-66f04f809646,unms,-53.0,3214.0,LCWNetSpiritRidge5Northwest,active,wireless,AC,True,wireless,SpiritRidge5Northwest,940949d6-4b31-4131-8235-15be0af45ba4,RP-5AC-Gen2,SpiritRidge5Northwest,ap,airMax,17.0,AM-M-V5G-Ti,20.0,active,,wlan0,wlan0,wlan,1.0,117000000.0,0.3828636581196581,0.885,This link is fine.,7404664.0,0.6915,1.0,,,,,,,,,,,44795048.0,124800000.0,0.05933224358974359,True,True,active,529482c2-bde5-4f1d-8112-e67ffb8abe94,SpiritRidge,active,site,AC,True,wireless,mescalero-trail-2,66db757b-d8ad-49f6-a3dd-f4d374680996,PBE-5AC-620,mescalero-trail-2,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,117000000.0,0.0019896068376068377,0.917,This link is great.,11031120.0,0.755,1.0,-57.0,-57.0,-54.0,-43.0,-47.0,-46.0,,,,,232784.0,124800000.0,0.08839038461538462,True,True,active,73db3c91-271b-495a-af7b-e98fe4e7135f,mescalero-trail-2,active,endpoint,,,,,,
417,False,4500.0,5565.0,8f68ca64-bd6a-317a-8041-013f58de93d8,unms,-72.0,4126.0,LCWNetSpiritRidge5Northwest,active,wireless,AC,True,wireless,SpiritRidge5Northwest,940949d6-4b31-4131-8235-15be0af45ba4,RP-5AC-Gen2,SpiritRidge5Northwest,ap,airMax,17.0,AM-M-V5G-Ti,20.0,active,,wlan0,wlan0,wlan,1.0,32760000.0,1.3673702075702077,0.885,This link is fine.,7404664.0,0.6915,1.0,,,,,,,,,,,44795048.0,26910000.0,0.27516402824228914,True,True,active,529482c2-bde5-4f1d-8112-e67ffb8abe94,SpiritRidge,active,site,AC,True,wireless,apache-ridge-road,a53261db-cc2e-4fc5-bd0e-5eb9e37e5eff,PBE-5AC-Gen2,apache-ridge-road,station,airMax,25.0,400,20.0,active,,wlan0,wlan0,wlan,1.0,32760000.0,0.03907912087912088,0.761,"Please, make sure the signal is not interrupted (bad visibility, fresnel zones etc...) and that there is no interference.",3469064.0,0.284,1.0,-73.0,-79.0,-72.0,-63.0,-65.0,-67.0,,,,,1280232.0,26910000.0,0.12891356373095503,True,True,active,6d4bea8f-0491-4ea6-ab7e-16c84444684e,apache-ridge-road,active,endpoint,,,,,,
418,False,4050.0,5565.0,71980425-8f1e-3163-b1d7-02344006912d,unms,-49.0,,LCWNetSpiritRidge5Northwest,active,wireless,AC,True,wireless,SpiritRidge5Northwest,940949d6-4b31-4131-8235-15be0af45ba4,RP-5AC-Gen2,SpiritRidge5Northwest,ap,airMax,17.0,AM-M-V5G-Ti,20.0,active,,wlan0,wlan0,wlan,1.0,127920000.0,0.3501801751094434,0.885,This link is fine.,7404664.0,0.6915,1.0,,,,,,,,,,,44795048.0,146640000.0,0.050495526459356246,True,True,active,529482c2-bde5-4f1d-8112-e67ffb8abe94,SpiritRidge,active,site,AC,True,wireless,apache-ridge-road-1142,c0d848fb-c7a4-42d8-ae0d-6d2d49e1fd83,PBE-5AC-620,apache-ridge-road-1142,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,134160000.0,0.00016320810971973764,0.945,This link is great.,19880.0,0.838,1.0,-54.0,-51.0,-49.0,-41.0,-44.0,-44.0,,,,,21896.0,137280000.0,0.00014481351981351982,True,True,active,9b42553d-85c1-4a9c-81e1-c5669db949cb,apache-ridge-road-1142,active,endpoint,,,,,,
419,False,5700.0,5565.0,618bd655-453b-3f60-8c62-05f45c1a36cd,unms,-53.0,5071.0,LCWNetSpiritRidge5Northwest,active,wireless,AC,True,wireless,SpiritRidge5Northwest,940949d6-4b31-4131-8235-15be0af45ba4,RP-5AC-Gen2,SpiritRidge5Northwest,ap,airMax,17.0,AM-M-V5G-Ti,20.0,active,,wlan0,wlan0,wlan,1.0,123240000.0,0.3634781564427134,0.885,This link is fine.,7404664.0,0.6915,1.0,,,,,,,,,,,44795048.0,149760000.0,0.049443536324786326,True,True,active,529482c2-bde5-4f1d-8112-e67ffb8abe94,SpiritRidge,active,site,AC,True,wireless,hampton-road-862,4073a931-8d92-40fb-b389-97707decb52f,PBE-5AC-620,hampton-road-862,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,127920000.0,0.00017723577235772357,0.947,This link is great.,20112.0,0.843,1.0,-57.0,-55.0,-53.0,-44.0,-48.0,-47.0,,,,,22672.0,140400000.0,0.00014324786324786324,True,True,active,9f67c291-b445-4793-b8ba-6f3f2d2110de,hampton-road-862,active,endpoint,,,,,,
420,False,3450.0,5775.0,c9c851f2-ccf7-3859-bf69-f91fc86b82c7,unms,-53.0,3399.0,LCWNetSpiritRidge5,active,wireless,AC,True,wireless,SpiritRidge5,06d15a3f-ef48-43cc-8cb6-ef45b8875630,R5AC-PRISM,SpiritRidge5,ap,airMax,20.0,AM-5G20-90,20.0,active,,wlan0,wlan0,wlan,1.0,143520000.0,0.08758026755852842,0.928935,This link is great.,612696.0,0.8165,1.0,,,,,,,,,,,12569520.0,149760000.0,0.004091185897435897,True,True,active,529482c2-bde5-4f1d-8112-e67ffb8abe94,SpiritRidge,active,site,AC,True,wireless,spirit-valley,fa5cc19f-ec4a-495a-b696-dd96c15ef26a,PBE-5AC-620,spirit-valley,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,140400000.0,2.1196581196581196e-05,0.998,This link is great.,17632.0,0.997,1.0,-57.0,-55.0,-53.0,-56.0,-58.0,-60.0,,,,,2976.0,149760000.0,0.00011773504273504273,True,True,active,3c5c3ca8-536f-4575-a352-8c791075e4bc,spirit-valley,active,endpoint,,,,,,
421,False,1950.0,5740.0,250a13f6-1e75-38a4-a019-dcae8291e5f4,unms,-57.0,2157.0,LCWNetLosHornos5,active,wireless,AC,True,wireless,LosHornos5,c8ad4391-b3a6-42b2-9e66-68fe0fc88923,RP-5AC-Gen2,LosHornos5,ap,airMax,21.0,AM-5AC21-60,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.03149925558312655,0.969852,This link is great.,567000.0,0.945188,1.0,,,,,,,,,,,4569912.0,118300000.0,0.0047928994082840235,True,True,active,108e9ec0-4eba-4f98-97fc-72cde52cc51f,MillerBarn,active,site,AC,True,wireless,los-hornos-5,19d4ecee-50f9-4871-94f7-922833b40ad0,PBE-5AC-500,los-hornos-5,station,airMax,27.0,PBE-5AC-500,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,8.502024291497975e-05,0.928,This link is great.,45672.0,0.786,1.0,-59.0,-65.0,-58.0,-59.0,-60.0,-65.0,,,,,12600.0,106600000.0,0.00042844277673545966,True,True,active,18cbee16-f5eb-4ed3-9957-3cc2dfbcfe40,los-hornos-5,active,endpoint,,,,,,
422,False,2250.0,5670.0,e5313b83-a658-3f5c-bc2a-0aba47553d4f,unms,-44.0,1993.0,LCWNetRanchodeBosqueNorth5,active,wireless,AC,True,wireless,RanchodeBosqueNorth5,ee230f1e-6c8c-4515-885d-af35f2beafb5,RP-5AC-Gen2,RanchodeBosqueNorth5,ap,airMax,19.0,AM-5G19-120,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.23798709851551958,0.969091,This link is great.,6535888.0,0.9125,0.997773,,,,,,,,,,,35269688.0,149760000.0,0.04364241452991453,True,True,active,4ba55eeb-4640-492b-8d92-72780fa4686d,RanchodeBosque,active,site,AC,True,wireless,senda-mescal-1178,848d7f9d-c181-4b9a-ac6d-f87fd1b89129,PBE-5AC-Gen2,senda-mescal-1178,station,airMax,25.0,400,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.0002777867746288799,0.999,This link is great.,13416.0,1.0,1.0,-46.0,-46.0,-43.0,-53.0,-56.0,-57.0,,,,,41168.0,149760000.0,8.958333333333333e-05,True,True,active,8bf99210-9160-4abc-b0f5-61526fafc778,senda-mescal-1178,active,endpoint,,,,,,
423,False,300.0,5610.0,74ea4759-c025-3c57-b9b7-b60d09bbc679,unms,-38.0,223.0,LCWNetLimeKiln5,active,wireless,AC,True,wireless,LimeKiln5,d8752b33-feb3-4ed8-89ec-472c49c36941,RP-5AC-Gen2,LimeKiln5,ap,airMax,17.0,AM-5G17-90,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.0013167611336032388,0.926839,This link is great.,171256.0,0.825,1.0,,,-77.0,-75.0,,,,,,,195144.0,149760000.0,0.0011435363247863247,True,True,active,cbc03e39-8ed0-458b-9913-4c5a9cb47af1,LimeKiln,active,site,AC,True,wireless,lime-kiln-road-8,435abf31-e68c-4193-b965-64e9ab4c5f5e,NBE-5AC-19,lime-kiln-road-8,station,airMax,19.0,NBE-M5AC-19,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,2.1592442645074223e-05,0.999,This link is great.,4840.0,1.0,1.0,-40.0,-41.0,-37.0,-52.0,-55.0,-56.0,,,,,3200.0,149760000.0,3.231837606837607e-05,True,True,active,1facc109-1699-4e40-84ef-1038b7cd1390,lime-kiln-road-8,active,endpoint,,,,,,
424,False,300.0,5610.0,63abd9d2-8c11-3c56-9fba-c56129e8d49c,unms,-55.0,147.0,LCWNetLimeKiln5,active,wireless,AC,True,wireless,LimeKiln5,d8752b33-feb3-4ed8-89ec-472c49c36941,RP-5AC-Gen2,LimeKiln5,ap,airMax,17.0,AM-5G17-90,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.0013167611336032388,0.926839,This link is great.,171256.0,0.825,1.0,,,-77.0,-75.0,,,,,,,195144.0,146640000.0,0.0011678668848881615,True,True,active,cbc03e39-8ed0-458b-9913-4c5a9cb47af1,LimeKiln,active,site,AC,True,wireless,lime-kiln-road-11,e93be4dd-7dd5-498d-b628-907c198b60f8,NBE-5AC-19,lime-kiln-road-11,station,airMax,19.0,NBE-M5AC-19,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.0001297165991902834,0.938,This link is great.,7344.0,0.818,1.0,-57.0,-57.0,-54.0,-57.0,-59.0,-61.0,,,,,19224.0,123500000.0,5.946558704453441e-05,True,True,active,c2ca26f8-7030-4688-a92c-7abe38328b0a,lime-kiln-road-11,active,endpoint,,,,,,
425,False,2850.0,5530.0,1a131754-d5ec-33c9-bac3-969d268273be,unms,-54.0,2869.0,LCWNetLamy5,active,wireless,AC,True,wireless,Lamy5,d3f60cd4-d106-4baa-960e-cecfdbc089da,RP-5AC-Gen2,Lamy5,ap,airMax,20.0,AM-5G20-90,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.04225878542510121,0.988692,This link is great.,767408.0,0.969308,1.0,,,,,,,,,,,6262752.0,137280000.0,0.00559009324009324,True,True,active,868d6b29-26db-433f-9894-06f2b80eb011,LamyOverlook,active,site,AC,True,wireless,riverbank-2,5e8f6461-9205-4d91-8ee9-10cbee55b238,PBE-5AC-500,riverbank-2,station,airMax,27.0,PBE-5AC-500,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,3.578947368421053e-05,0.999,This link is great.,6160.0,1.0,1.0,-55.0,-59.0,-54.0,-58.0,-59.0,-63.0,,,,,5304.0,132600000.0,4.645550527903469e-05,True,True,active,031b4e5c-98c0-481e-8f57-11fcd4a0eb3d,riverbank-2,active,endpoint,,,,,,
426,False,1050.0,5835.0,82bba6c9-0e30-3543-8b27-12276c96b936,unms,-47.0,,LCWNetMountainTop5,active,wireless,AC,True,wireless,MountainTop5,0f6a68ad-bdd7-48ef-a4b2-7db9217ba45d,R5AC-PRISM,MountainTop5,ap,airMax,21.0,AM-V5G-Ti,20.0,active,,wlan0,wlan0,wlan,,0.0,,0.955,This link is great.,595728.0,,,,,,,,,,,,,9585360.0,0.0,,True,True,active,ab9db5ce-9b6d-425d-a5d5-e635e4db1d7e,MountainTop,active,site,AC,True,wireless,overlook-4,917336c0-fe40-4c5b-95c1-a9a29f189d24,NBE-5AC-19,overlook-4,station,airMax,19.0,NBE-M5AC-19,20.0,active,,wlan0,wlan0,wlan,,0.0,,0.955,This link is great.,15984.0,,,-52.0,-47.0,-46.0,-49.0,-53.0,-51.0,,,,,3016.0,0.0,,True,True,active,96913a4f-3f2b-4637-aab2-09603688c79a,overlook-4,active,endpoint,,,,,,
427,False,3300.0,5485.0,31fa95b7-a6b4-3073-a402-2c0eb606c127,unms,-54.0,3312.0,LCWNetGrenfell5South,active,wireless,AC,True,wireless,Grenfell5South,5c78d52e-b67a-4120-b900-49443f1198d1,R5AC-PRISM,Grenfell5South,ap,airMax,20.0,AM-5G20-90,20.0,active,,wlan0,wlan0,wlan,1.0,113880000.0,0.2155520899192132,0.645,"Please, make sure the signal is not interrupted (bad visibility, fresnel zones etc...) and that there is no interference.",1520560.0,0.74881,1.0,,,,,,,,,,,24547072.0,146640000.0,0.010369339879978177,True,True,active,9b1db466-ec27-4e55-8f5a-ad7d32a7ad28,Grenfell,active,site,AC,True,wireless,vista-de-oro,df09f0eb-d1fc-43d4-87dc-4ce66c2fbeb0,PBE-5AC-620,vista-de-oro,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,117000000.0,0.00017278632478632478,0.665,"Please, make sure the signal is not interrupted (bad visibility, fresnel zones etc...) and that there is no interference.",84008.0,0.865,1.0,-58.0,-57.0,-54.0,-54.0,-56.0,-58.0,,,,,20216.0,120120000.0,0.0006993672993672994,True,True,active,ef6f4c99-47f4-4f31-9600-4885ed82bf3d,vista-de-oro,active,endpoint,,,,,,
428,False,1950.0,5485.0,5b02893f-eea1-38ad-bcce-99f002a838d5,unms,-52.0,,LCWNetGrenfell5South,active,wireless,AC,True,wireless,Grenfell5South,5c78d52e-b67a-4120-b900-49443f1198d1,R5AC-PRISM,Grenfell5South,ap,airMax,20.0,AM-5G20-90,20.0,active,,wlan0,wlan0,wlan,1.0,134160000.0,0.18296863446630887,0.645,"Please, make sure the signal is not interrupted (bad visibility, fresnel zones etc...) and that there is no interference.",1520560.0,0.74881,1.0,,,,,,,,,,,24547072.0,120900000.0,0.012577005789909015,True,True,active,9b1db466-ec27-4e55-8f5a-ad7d32a7ad28,Grenfell,active,site,AC,True,wireless,corazon-de-oro-1444,0fd585ed-863a-4f9c-8242-08121730291a,LBE-5AC-Gen2,corazon-de-oro-1444,station,airMax,23.0,23,20.0,active,,wlan0,wlan0,wlan,1.0,98800000.0,0.00038979757085020244,0.68,"Please, make sure the signal is not interrupted (bad visibility, fresnel zones etc...) and that there is no interference.",158856.0,0.923,1.0,-54.0,-56.0,-52.0,-53.0,-58.0,-55.0,,,,,38512.0,82160000.0,0.0019334956183057448,True,True,active,0e0fa993-f360-4ea5-bdd3-fd10a4c32238,corazon-de-oro-1444,active,endpoint,,,,,,
429,False,2100.0,5650.0,90ed158a-30b0-395d-9b63-1e8678dde266,unms,-40.0,1791.0,LCWNetGoldmine5Cerrillos,active,wireless,AC,True,wireless,Goldmine5Cerrillos,957a35f8-7537-47c3-9e47-fb98447fe344,RP-5AC-Gen2,Goldmine5Cerrillos,ap,airMax,22.0,AM-5AC22-45,20.0,active,,wlan0,wlan0,wlan,1.0,143520000.0,0.21016538461538462,0.94664,This link is great.,2864496.0,0.84308,1.0,,,,,,,,,,,30162936.0,149760000.0,0.01912724358974359,True,True,active,5c5ce6e5-c606-4ddb-a266-45d679a9db50,Goldmine,active,site,AC,True,wireless,river-street-1415,bffcd1ed-4a35-4e16-8124-4e706a32f7e7,PBE-5AC-Gen2,river-street-1415,station,airMax,25.0,400,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.0006063413289219741,0.999,This link is great.,1024672.0,1.0,1.0,-43.0,-44.0,-40.0,-48.0,-50.0,-52.0,,,,,87968.0,149760000.0,0.006842094017094017,True,True,active,b8c5a8ae-e610-47f2-af75-5d0825b1a7c8,river-street-1415,active,endpoint,,,,,,
430,False,2400.0,5650.0,1f5e8d69-4d39-3cc9-adc0-ea7df141efef,unms,-47.0,2135.0,LCWNetGoldmine5Cerrillos,active,wireless,AC,True,wireless,Goldmine5Cerrillos,957a35f8-7537-47c3-9e47-fb98447fe344,RP-5AC-Gen2,Goldmine5Cerrillos,ap,airMax,22.0,AM-5AC22-45,20.0,active,,wlan0,wlan0,wlan,1.0,141960000.0,0.2124748943364328,0.94664,This link is great.,2864496.0,0.84308,1.0,,,,,,,,,,,30162936.0,149760000.0,0.01912724358974359,True,True,active,5c5ce6e5-c606-4ddb-a266-45d679a9db50,Goldmine,active,site,AC,True,wireless,vicksville-road-3030,ccb2693b-2805-4d56-80c1-f53a4fc02d07,PBE-5AC-500,vicksville-road-3030,station,airMax,27.0,PBE-5AC-500,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.0003373035566583954,0.998,This link is great.,430760.0,0.997,1.0,-49.0,-50.0,-46.0,-54.0,-58.0,-56.0,,,,,48936.0,149760000.0,0.00287633547008547,True,True,active,39c494d7-a174-4013-9e32-afbfe59216e9,vicksville-road-3030,active,endpoint,,,,,,
431,False,2850.0,5650.0,55a64176-cd03-3124-b360-4070c8cb4f2a,unms,-49.0,2339.0,LCWNetGoldmine5Cerrillos,active,wireless,AC,True,wireless,Goldmine5Cerrillos,957a35f8-7537-47c3-9e47-fb98447fe344,RP-5AC-Gen2,Goldmine5Cerrillos,ap,airMax,22.0,AM-5AC22-45,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.2079055417700579,0.94664,This link is great.,2864496.0,0.84308,1.0,,,,,,,,,,,30162936.0,149760000.0,0.01912724358974359,True,True,active,5c5ce6e5-c606-4ddb-a266-45d679a9db50,Goldmine,active,site,AC,True,wireless,yerba-buena-3017,e9a9360c-8c0f-41cd-beb1-087387e69bdb,LBE-5AC-Gen2,yerba-buena-3017,station,airMax,23.0,23,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.0001678522194651227,0.996,This link is great.,76592.0,0.992,1.0,-49.0,-51.0,-47.0,-52.0,-55.0,-56.0,,,,,24352.0,149760000.0,0.0005114316239316239,True,True,active,3d8ca6e4-f6b1-4514-9b82-bdbc643c1c5a,yerba-buena-3017,active,endpoint,,,,,,
432,False,1650.0,5630.0,952970ca-40c1-30cc-bb18-5c1c3eda2c83,unms,-44.0,1271.0,LCWNetPaseoVista5Northwest,active,wireless,AC,True,wireless,PaseoVista5Northwest,603938a6-3211-4fa8-9639-b280ba430fec,RP-5AC-Gen2,PaseoVista5Northwest,ap,airMax,19.0,AM-5G19-120,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.3405736972704715,0.885765,This link is fine.,26518272.0,0.766348,0.992478,,,-53.0,0.0,,,,,,,49410432.0,149760000.0,0.17707179487179486,True,True,active,627c27e4-34ee-401a-bd68-d4634ec8af16,PaseoVista,active,site,AC,True,wireless,millers-end-1,3fb9d52f-912c-4189-909f-2aa39b02a8fd,LBE-5AC-Gen2,millers-end-1,station,airMax,23.0,23,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.0008457759784075573,0.999,This link is great.,1629080.0,1.0,1.0,-49.0,-45.0,-44.0,-49.0,-51.0,-53.0,,,,,125344.0,148200000.0,0.010992442645074225,True,True,active,75134f54-28fc-4a3e-8779-1d89d74c68a9,millers-end-1,active,endpoint,,,,,,
433,False,1800.0,5630.0,4fb24419-666c-3748-9985-a478345d12a5,unms,-43.0,1305.0,LCWNetPaseoVista5Northwest,active,wireless,AC,True,wireless,PaseoVista5Northwest,603938a6-3211-4fa8-9639-b280ba430fec,RP-5AC-Gen2,PaseoVista5Northwest,ap,airMax,19.0,AM-5G19-120,20.0,active,,wlan0,wlan0,wlan,1.0,148200000.0,0.33340372469635626,0.885765,This link is fine.,26518272.0,0.766348,0.992478,,,-53.0,0.0,,,,,,,49410432.0,149760000.0,0.17707179487179486,True,True,active,627c27e4-34ee-401a-bd68-d4634ec8af16,PaseoVista,active,site,AC,True,wireless,leaping-powder-road,47f7cd6c-f178-4c00-86c0-942b21a40e7e,PBE-5AC-620,leaping-powder-road,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,146640000.0,0.0005511183851609384,0.999,This link is great.,126864.0,1.0,1.0,-43.0,-47.0,-42.0,-47.0,-49.0,-51.0,,,,,80816.0,149760000.0,0.0008471153846153846,True,True,active,fee0219d-de92-4cc5-9ece-9cc0e2a1fb78,leaping-powder-road,active,endpoint,,,,,,
434,False,1650.0,5630.0,50ac7593-ef40-34ef-bbff-af1cf3eb83ea,unms,-46.0,1818.0,LCWNetPaseoVista5Northwest,active,wireless,AC,True,wireless,PaseoVista5Northwest,603938a6-3211-4fa8-9639-b280ba430fec,RP-5AC-Gen2,PaseoVista5Northwest,ap,airMax,19.0,AM-5G19-120,20.0,active,,wlan0,wlan0,wlan,1.0,146640000.0,0.3369505728314239,0.885765,This link is fine.,26518272.0,0.766348,0.992478,,,-53.0,0.0,,,,,,,49410432.0,148200000.0,0.17893570850202428,True,True,active,627c27e4-34ee-401a-bd68-d4634ec8af16,PaseoVista,active,site,AC,True,wireless,leaping-powder-5,91190380-1f0b-45d3-8652-9f0099c13417,PBE-5AC-620,leaping-powder-5,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,145080000.0,0.003077750206782465,0.999,This link is great.,38992.0,1.0,1.0,-48.0,-51.0,-46.0,-51.0,-54.0,-55.0,,,,,446520.0,149760000.0,0.0002603632478632479,True,True,active,f7adfeb8-7622-4bf4-8895-31e9b020b92c,leaping-powder-5,active,endpoint,,,,,,
435,False,2100.0,5630.0,0c482aea-bb34-3bee-8d85-5f796ccc8bbd,unms,-62.0,1802.0,LCWNetPaseoVista5Northwest,active,wireless,AC,True,wireless,PaseoVista5Northwest,603938a6-3211-4fa8-9639-b280ba430fec,RP-5AC-Gen2,PaseoVista5Northwest,ap,airMax,19.0,AM-5G19-120,20.0,active,,wlan0,wlan0,wlan,1.0,90090000.0,0.5484563436563437,0.885765,This link is fine.,26518272.0,0.766348,0.992478,,,-53.0,0.0,,,,,,,49410432.0,85800000.0,0.3090707692307692,True,True,active,627c27e4-34ee-401a-bd68-d4634ec8af16,PaseoVista,active,site,AC,True,wireless,hondo-trail-2,3f995aff-b243-4243-881d-6f406625ac5a,PBE-5AC-620,hondo-trail-2,station,airMax,29.0,PBE-5AC-620,20.0,active,,wlan0,wlan0,wlan,1.0,85410000.0,0.0002266713499590212,0.825,This link is fine.,19800.0,0.477,1.0,-63.0,-74.0,-63.0,-64.0,-65.0,-74.0,,,,,19360.0,98280000.0,0.00020146520146520147,True,True,active,bfc753e3-047c-44eb-a7ec-c6b7a9a70cd2,hondo-trail-2,active,endpoint,,,,,,
